Branch Name,Supplier Name,Received At,Inventory Item Name,UOM,Quantity,Cost Per Unit,Batch Number,Expiry Date,Invoice Number,Notes
Westside Mall Branch,Premium Grocers Supply,2026-01-17,Gym Duffel Bag,Unit,39,27.68,BATCH-79841,,INV-475619,
South Bay Store,Global Food Distributors,2025-11-19,Gym Duffel Bag,Unit,47,26.5,BATCH-51144,,INV-570891,Seasonal inventory
South Bay Store,Mega Suppliers Inc.,2026-01-24,Gym Duffel Bag,Unit,20,24.84,BATCH-50804,,INV-685651,
South Bay Store,Bulk Foods Warehouse,2026-01-12,Gym Duffel Bag,Unit,67,23.99,BATCH-29168,,INV-468266,Promotional stock
Downtown Main Store,Quality Foods Ltd.,2026-01-27,Gym Duffel Bag,Unit,24,27.97,BATCH-36332,,INV-531622,
Downtown Main Store,Premium Grocers Supply,2025-12-08,Gym Duffel Bag,Unit,23,24.22,BATCH-81457,,INV-256325,Promotional stock
Downtown Main Store,Premium Grocers Supply,2025-11-23,Gym Duffel Bag,Unit,43,22.5,BATCH-65363,,INV-783280,Promotional stock
Northpoint Outlet,Quality Foods Ltd.,2025-12-18,Gym Duffel Bag,Unit,47,23.85,BATCH-58713,,INV-725987,Quality checked and approved
Northpoint Outlet,FreshFarm Wholesale Co.,2025-11-28,Gym Duffel Bag,Unit,43,25.37,BATCH-75695,,INV-674586,Quality checked and approved
Eastgate Shopping Center,Quality Foods Ltd.,2025-11-27,Gym Duffel Bag,Unit,31,24.27,BATCH-86905,,INV-650969,Seasonal inventory
Eastgate Shopping Center,Express Distribution Co.,2025-12-09,Yoga Mat 6mm,Unit,45,17.23,BATCH-70277,,INV-805602,Promotional stock
Northpoint Outlet,Global Food Distributors,2025-12-02,Yoga Mat 6mm,Unit,44,18.06,BATCH-51313,,INV-483475,Quality checked and approved
Northpoint Outlet,Regional Supply Chain,2025-12-16,Yoga Mat 6mm,Unit,47,15.53,BATCH-68445,,INV-825223,Rush delivery
Downtown Main Store,Global Food Distributors,2025-11-14,Yoga Mat 6mm,Unit,47,17.13,BATCH-70843,,INV-460957,Quality checked and approved
Downtown Main Store,FreshFarm Wholesale Co.,2025-11-20,Yoga Mat 6mm,Unit,69,15.18,BATCH-72984,,INV-892777,Promotional stock
South Bay Store,Prime Importers,2025-11-08,Yoga Mat 6mm,Unit,27,19.45,BATCH-77964,,INV-434816,Promotional stock
South Bay Store,Express Distribution Co.,2025-12-26,Yoga Mat 6mm,Unit,59,17.06,BATCH-78674,,INV-913995,
South Bay Store,Quality Foods Ltd.,2026-01-09,Yoga Mat 6mm,Unit,43,16.22,BATCH-12940,,INV-634195,
Westside Mall Branch,Regional Supply Chain,2026-01-23,Yoga Mat 6mm,Unit,54,15.72,BATCH-45906,,INV-284365,Seasonal inventory
Northpoint Outlet,Express Distribution Co.,2025-12-09,Dumbbells 5kg Pair,Unit,42,28.15,BATCH-60460,,INV-354245,Seasonal inventory
Northpoint Outlet,Regional Supply Chain,2026-01-06,Dumbbells 5kg Pair,Unit,54,25.79,BATCH-92349,,INV-707499,
South Bay Store,Premium Grocers Supply,2026-01-14,Dumbbells 5kg Pair,Unit,56,31.34,BATCH-32205,,INV-141928,
Eastgate Shopping Center,Quality Foods Ltd.,2025-11-08,Dumbbells 5kg Pair,Unit,52,27.07,BATCH-25252,,INV-665508,
Eastgate Shopping Center,Bulk Foods Warehouse,2026-01-10,Resistance Bands Set,Unit,57,14.35,BATCH-39962,,INV-948391,Quality checked and approved
Eastgate Shopping Center,Global Food Distributors,2025-11-23,Resistance Bands Set,Unit,34,12.06,BATCH-53307,,INV-762469,Seasonal inventory
Westside Mall Branch,Express Distribution Co.,2025-11-21,Resistance Bands Set,Unit,76,13.77,BATCH-46408,,INV-794477,Promotional stock
South Bay Store,Prime Importers,2025-12-10,Resistance Bands Set,Unit,67,15.09,BATCH-45492,,INV-501367,
Downtown Main Store,Prime Importers,2025-12-15,Resistance Bands Set,Unit,46,15.39,BATCH-80428,,INV-457481,Seasonal inventory
Downtown Main Store,Eco-Friendly Suppliers,2025-11-12,Resistance Bands Set,Unit,27,14.22,BATCH-83474,,INV-825111,Seasonal inventory
South Bay Store,Bulk Foods Warehouse,2025-12-26,Water Bottle 1L,Unit,76,9.1,BATCH-71542,,INV-415467,Rush delivery
South Bay Store,Prime Importers,2026-01-21,Water Bottle 1L,Unit,110,8.09,BATCH-60002,,INV-601120,
Downtown Main Store,Premium Grocers Supply,2026-01-19,Water Bottle 1L,Unit,54,8.31,BATCH-32070,,INV-687357,
Downtown Main Store,Eco-Friendly Suppliers,2025-12-01,Water Bottle 1L,Unit,63,8.7,BATCH-13146,,INV-443736,
Downtown Main Store,FreshFarm Wholesale Co.,2026-01-10,Water Bottle 1L,Unit,126,9.23,BATCH-20215,,INV-614050,
Eastgate Shopping Center,Prime Importers,2025-12-15,Water Bottle 1L,Unit,118,9.84,BATCH-82552,,INV-136152,Promotional stock
Eastgate Shopping Center,Mega Suppliers Inc.,2026-01-18,Water Bottle 1L,Unit,123,10.39,BATCH-87232,,INV-542420,
Eastgate Shopping Center,Express Distribution Co.,2026-01-10,Water Bottle 1L,Unit,93,9.27,BATCH-93224,,INV-419495,
Westside Mall Branch,Express Distribution Co.,2025-11-17,Water Bottle 1L,Unit,80,8.69,BATCH-39531,,INV-586021,Promotional stock
Westside Mall Branch,Bulk Foods Warehouse,2025-11-18,Water Bottle 1L,Unit,81,9.35,BATCH-48701,,INV-143908,Rush delivery
Westside Mall Branch,Bulk Foods Warehouse,2025-11-09,Water Bottle 1L,Unit,44,8.5,BATCH-96293,,INV-759403,Seasonal inventory
Northpoint Outlet,Mega Suppliers Inc.,2025-12-04,Water Bottle 1L,Unit,67,9.84,BATCH-42840,,INV-882507,
Downtown Main Store,Regional Supply Chain,2026-01-31,Tennis Racket,Unit,31,56.56,BATCH-87991,,INV-894071,Quality checked and approved
South Bay Store,FreshFarm Wholesale Co.,2025-12-03,Tennis Racket,Unit,23,61.9,BATCH-14816,,INV-969152,
Northpoint Outlet,Regional Supply Chain,2025-12-19,Tennis Racket,Unit,30,64.8,BATCH-28136,,INV-771139,
Eastgate Shopping Center,Quality Foods Ltd.,2026-01-24,Tennis Racket,Unit,16,56.7,BATCH-41848,,INV-841161,Seasonal inventory
Eastgate Shopping Center,Eco-Friendly Suppliers,2025-12-29,Tennis Racket,Unit,34,67.85,BATCH-60659,,INV-509615,
Eastgate Shopping Center,Bulk Foods Warehouse,2025-12-19,Tennis Racket,Unit,16,58.59,BATCH-72673,,INV-424412,
South Bay Store,Prime Importers,2026-01-11,Basketball Size 7,Unit,55,23.31,BATCH-47003,,INV-946812,Seasonal inventory
Downtown Main Store,Express Distribution Co.,2025-12-19,Basketball Size 7,Unit,43,20.83,BATCH-46024,,INV-858461,Seasonal inventory
Downtown Main Store,Global Food Distributors,2026-01-07,Basketball Size 7,Unit,52,20.43,BATCH-89389,,INV-397495,Rush delivery
Westside Mall Branch,Prime Importers,2025-12-31,Basketball Size 7,Unit,19,19.04,BATCH-55039,,INV-259237,Seasonal inventory
Westside Mall Branch,Mega Suppliers Inc.,2025-11-22,Soccer Ball Size 5,Unit,49,19.96,BATCH-40136,,INV-954738,Quality checked and approved
South Bay Store,Express Distribution Co.,2026-01-02,Soccer Ball Size 5,Unit,26,15.06,BATCH-31791,,INV-470254,Quality checked and approved
South Bay Store,Eco-Friendly Suppliers,2026-01-08,Soccer Ball Size 5,Unit,24,16.08,BATCH-59394,,INV-992610,Quality checked and approved
Northpoint Outlet,Global Food Distributors,2026-01-30,Soccer Ball Size 5,Unit,39,15.39,BATCH-75373,,INV-318657,Rush delivery
Northpoint Outlet,Mega Suppliers Inc.,2026-01-03,Soccer Ball Size 5,Unit,55,17.69,BATCH-38637,,INV-603929,Quality checked and approved
Northpoint Outlet,Express Distribution Co.,2026-02-01,Soccer Ball Size 5,Unit,61,16.05,BATCH-70516,,INV-777754,Seasonal inventory
Eastgate Shopping Center,Global Food Distributors,2025-12-14,Soccer Ball Size 5,Unit,69,16.23,BATCH-50829,,INV-575322,Promotional stock
Eastgate Shopping Center,Bulk Foods Warehouse,2025-11-28,Soccer Ball Size 5,Unit,52,17.81,BATCH-57585,,INV-394107,
Downtown Main Store,Regional Supply Chain,2026-01-28,Soccer Ball Size 5,Unit,23,15.68,BATCH-21082,,INV-788124,Rush delivery
Downtown Main Store,Eco-Friendly Suppliers,2025-11-26,Soccer Ball Size 5,Unit,41,19.98,BATCH-10624,,INV-450936,Rush delivery
Northpoint Outlet,Global Food Distributors,2026-01-31,Bicycle 26-inch,Unit,18,206.67,BATCH-89773,,INV-495460,Promotional stock
Northpoint Outlet,Global Food Distributors,2026-01-21,Bicycle 26-inch,Unit,6,207.91,BATCH-89333,,INV-294926,
Northpoint Outlet,Premium Grocers Supply,2026-01-01,Bicycle 26-inch,Unit,13,239.37,BATCH-52150,,INV-147793,
South Bay Store,Prime Importers,2025-11-08,Bicycle 26-inch,Unit,18,214.75,BATCH-67712,,INV-376125,Seasonal inventory
South Bay Store,Express Distribution Co.,2025-12-22,Bicycle 26-inch,Unit,11,236.11,BATCH-57953,,INV-565582,Seasonal inventory
Downtown Main Store,Global Food Distributors,2025-11-18,Bicycle 26-inch,Unit,8,208.86,BATCH-87015,,INV-370048,Promotional stock
Downtown Main Store,Premium Grocers Supply,2025-12-26,Bicycle 26-inch,Unit,21,215.94,BATCH-99114,,INV-225522,
Eastgate Shopping Center,Regional Supply Chain,2025-12-05,Bicycle 26-inch,Unit,7,186.44,BATCH-36892,,INV-217895,
Eastgate Shopping Center,Mega Suppliers Inc.,2025-12-20,Bicycle 26-inch,Unit,21,220.28,BATCH-59507,,INV-425960,
Eastgate Shopping Center,Quality Foods Ltd.,2026-01-02,Bicycle 26-inch,Unit,13,186.61,BATCH-65456,,INV-595006,Promotional stock
Westside Mall Branch,Bulk Foods Warehouse,2025-11-22,Bicycle 26-inch,Unit,16,235.54,BATCH-61058,,INV-107903,
Westside Mall Branch,Mega Suppliers Inc.,2025-11-22,Bicycle 26-inch,Unit,21,184.3,BATCH-85765,,INV-572101,Seasonal inventory
Westside Mall Branch,Mega Suppliers Inc.,2026-01-17,Bicycle 26-inch,Unit,11,195.17,BATCH-55083,,INV-775447,Quality checked and approved
Northpoint Outlet,Mega Suppliers Inc.,2025-11-26,Helmet Cycling,Unit,51,32.47,BATCH-54880,,INV-399304,Rush delivery
Northpoint Outlet,Quality Foods Ltd.,2025-11-12,Helmet Cycling,Unit,32,32.13,BATCH-54866,,INV-371790,Rush delivery
Northpoint Outlet,Mega Suppliers Inc.,2025-12-03,Helmet Cycling,Unit,51,32.35,BATCH-68426,,INV-547451,Seasonal inventory
Downtown Main Store,Quality Foods Ltd.,2025-11-26,Helmet Cycling,Unit,55,32.89,BATCH-79432,,INV-399959,Quality checked and approved
Downtown Main Store,Quality Foods Ltd.,2026-01-12,Helmet Cycling,Unit,15,33.13,BATCH-39278,,INV-270130,
Downtown Main Store,Global Food Distributors,2025-12-07,Helmet Cycling,Unit,28,35.54,BATCH-27577,,INV-824609,
Eastgate Shopping Center,FreshFarm Wholesale Co.,2026-01-27,Helmet Cycling,Unit,23,30.6,BATCH-72433,,INV-428197,
Westside Mall Branch,Quality Foods Ltd.,2025-11-18,Helmet Cycling,Unit,35,32.61,BATCH-90652,,INV-858450,
Downtown Main Store,Express Distribution Co.,2026-01-03,Fishing Rod 7ft,Unit,11,52.07,BATCH-54700,,INV-854902,
Downtown Main Store,Prime Importers,2025-11-28,Fishing Rod 7ft,Unit,22,48.82,BATCH-54813,,INV-680518,Promotional stock
South Bay Store,Global Food Distributors,2026-01-31,Fishing Rod 7ft,Unit,17,48.93,BATCH-85475,,INV-835075,
Northpoint Outlet,Bulk Foods Warehouse,2025-12-15,Fishing Rod 7ft,Unit,24,50.28,BATCH-23138,,INV-898725,Rush delivery
Northpoint Outlet,FreshFarm Wholesale Co.,2025-11-08,Fishing Rod 7ft,Unit,17,54.16,BATCH-42080,,INV-602268,
Northpoint Outlet,Eco-Friendly Suppliers,2026-02-01,Fishing Rod 7ft,Unit,35,50.03,BATCH-10184,,INV-743310,
Eastgate Shopping Center,Mega Suppliers Inc.,2025-12-02,Fishing Rod 7ft,Unit,38,42.24,BATCH-89096,,INV-505020,
Eastgate Shopping Center,Global Food Distributors,2026-01-30,Fishing Rod 7ft,Unit,31,47.89,BATCH-29600,,INV-129701,Rush delivery
Westside Mall Branch,Quality Foods Ltd.,2025-12-02,Fishing Rod 7ft,Unit,26,51.68,BATCH-12408,,INV-869612,Rush delivery
Westside Mall Branch,Bulk Foods Warehouse,2025-11-09,Fishing Rod 7ft,Unit,36,55.51,BATCH-17092,,INV-969340,Seasonal inventory
Westside Mall Branch,Quality Foods Ltd.,2026-01-29,Fishing Rod 7ft,Unit,38,49.43,BATCH-85248,,INV-197748,Seasonal inventory
Northpoint Outlet,Mega Suppliers Inc.,2025-11-29,Camping Tent 4-Person,Unit,22,100.16,BATCH-51055,,INV-922491,
Downtown Main Store,FreshFarm Wholesale Co.,2025-12-04,Camping Tent 4-Person,Unit,12,108.73,BATCH-66699,,INV-240874,
Downtown Main Store,Premium Grocers Supply,2025-11-23,Camping Tent 4-Person,Unit,11,106.32,BATCH-19480,,INV-338277,Promotional stock
Downtown Main Store,Bulk Foods Warehouse,2025-11-27,Camping Tent 4-Person,Unit,17,91.79,BATCH-38610,,INV-118881,Quality checked and approved
Westside Mall Branch,Quality Foods Ltd.,2025-12-30,Camping Tent 4-Person,Unit,21,104.61,BATCH-62371,,INV-672981,Quality checked and approved
Westside Mall Branch,Mega Suppliers Inc.,2026-01-27,Camping Tent 4-Person,Unit,17,96.74,BATCH-68939,,INV-986024,
South Bay Store,Bulk Foods Warehouse,2025-11-10,Camping Tent 4-Person,Unit,19,94.67,BATCH-57432,,INV-936126,Quality checked and approved
South Bay Store,Eco-Friendly Suppliers,2025-11-11,Camping Tent 4-Person,Unit,26,114.33,BATCH-84326,,INV-920401,Quality checked and approved
South Bay Store,Regional Supply Chain,2025-12-25,Camping Tent 4-Person,Unit,23,106.56,BATCH-19445,,INV-362203,
Westside Mall Branch,Bulk Foods Warehouse,2025-12-30,Sleeping Bag -5°C,Unit,42,49.3,BATCH-88037,,INV-152017,
Westside Mall Branch,Quality Foods Ltd.,2026-01-20,Sleeping Bag -5°C,Unit,42,54.5,BATCH-43252,,INV-481962,
Westside Mall Branch,Quality Foods Ltd.,2026-01-14,Sleeping Bag -5°C,Unit,50,49.4,BATCH-12253,,INV-605834,
South Bay Store,Prime Importers,2025-12-23,Sleeping Bag -5°C,Unit,36,59.53,BATCH-47304,,INV-592372,Seasonal inventory
South Bay Store,Prime Importers,2025-11-14,Sleeping Bag -5°C,Unit,56,52.31,BATCH-78945,,INV-624551,Quality checked and approved
Downtown Main Store,Bulk Foods Warehouse,2026-01-10,Sleeping Bag -5°C,Unit,28,55.09,BATCH-98343,,INV-213332,Promotional stock
Downtown Main Store,Regional Supply Chain,2026-01-09,Sleeping Bag -5°C,Unit,25,58.12,BATCH-10686,,INV-781972,
Downtown Main Store,Eco-Friendly Suppliers,2025-12-26,Flashlight LED Rechargeable,Unit,43,16.55,BATCH-68440,,INV-910870,
Downtown Main Store,Prime Importers,2025-12-03,Flashlight LED Rechargeable,Unit,45,15.92,BATCH-14453,,INV-400646,Quality checked and approved
South Bay Store,Premium Grocers Supply,2026-01-21,Flashlight LED Rechargeable,Unit,46,16.64,BATCH-60536,,INV-162243,Seasonal inventory
Westside Mall Branch,Premium Grocers Supply,2025-12-01,Flashlight LED Rechargeable,Unit,53,19.62,BATCH-18865,,INV-978579,Promotional stock
Eastgate Shopping Center,Mega Suppliers Inc.,2025-12-17,Flashlight LED Rechargeable,Unit,84,15.69,BATCH-23946,,INV-849461,Rush delivery
Eastgate Shopping Center,Global Food Distributors,2025-12-31,Flashlight LED Rechargeable,Unit,59,16.04,BATCH-48828,,INV-845843,Quality checked and approved
Eastgate Shopping Center,Quality Foods Ltd.,2026-01-29,Flashlight LED Rechargeable,Unit,72,19.55,BATCH-13562,,INV-421636,Rush delivery
Northpoint Outlet,FreshFarm Wholesale Co.,2026-01-05,Cooler Box 40L,Unit,43,47.83,BATCH-69338,,INV-921570,Quality checked and approved
Northpoint Outlet,Premium Grocers Supply,2025-12-09,Cooler Box 40L,Unit,40,43.41,BATCH-51129,,INV-980481,
Downtown Main Store,Premium Grocers Supply,2026-01-08,Cooler Box 40L,Unit,34,39.87,BATCH-43827,,INV-858011,Seasonal inventory
Downtown Main Store,Prime Importers,2025-11-19,Cooler Box 40L,Unit,20,43.66,BATCH-98726,,INV-691651,Seasonal inventory
Downtown Main Store,Regional Supply Chain,2025-11-13,Cooler Box 40L,Unit,37,38.46,BATCH-83616,,INV-297252,
Westside Mall Branch,Eco-Friendly Suppliers,2025-11-21,Cooler Box 40L,Unit,27,39.64,BATCH-14027,,INV-576727,Rush delivery
Westside Mall Branch,Express Distribution Co.,2025-11-30,Cooler Box 40L,Unit,21,38.17,BATCH-48997,,INV-580449,Seasonal inventory
Westside Mall Branch,Bulk Foods Warehouse,2025-12-25,Cooler Box 40L,Unit,14,46.41,BATCH-25721,,INV-612378,
South Bay Store,Mega Suppliers Inc.,2025-12-21,Hiking Boots Size 10,Unit,15,62.73,BATCH-53945,,INV-517088,
South Bay Store,Quality Foods Ltd.,2026-01-11,Hiking Boots Size 10,Unit,24,66.92,BATCH-47499,,INV-143257,Seasonal inventory
Westside Mall Branch,Global Food Distributors,2025-11-13,Hiking Boots Size 10,Unit,52,56.96,BATCH-96043,,INV-574906,Quality checked and approved
Westside Mall Branch,Quality Foods Ltd.,2026-01-25,Hiking Boots Size 10,Unit,45,58.87,BATCH-75957,,INV-931169,
Westside Mall Branch,Quality Foods Ltd.,2025-11-19,Hiking Boots Size 10,Unit,21,60.85,BATCH-61815,,INV-165263,
Eastgate Shopping Center,Prime Importers,2025-12-02,Hiking Boots Size 10,Unit,50,61.28,BATCH-63198,,INV-311309,Promotional stock
Eastgate Shopping Center,Prime Importers,2025-11-10,Hiking Boots Size 10,Unit,46,62.37,BATCH-23910,,INV-515665,Promotional stock
Downtown Main Store,Mega Suppliers Inc.,2026-01-30,Board Game Family Pack,Unit,53,27.76,BATCH-79946,,INV-263868,Seasonal inventory
Downtown Main Store,Mega Suppliers Inc.,2026-01-30,Board Game Family Pack,Unit,49,24.57,BATCH-89673,,INV-832350,Quality checked and approved
Downtown Main Store,Mega Suppliers Inc.,2026-01-17,Board Game Family Pack,Unit,28,23.37,BATCH-20144,,INV-302587,Promotional stock
Eastgate Shopping Center,Regional Supply Chain,2025-11-06,Board Game Family Pack,Unit,59,25.03,BATCH-97282,,INV-749486,
Eastgate Shopping Center,Bulk Foods Warehouse,2026-01-10,Board Game Family Pack,Unit,63,25.83,BATCH-13328,,INV-780734,
Eastgate Shopping Center,Regional Supply Chain,2025-11-11,Board Game Family Pack,Unit,26,26.16,BATCH-20225,,INV-772718,
Northpoint Outlet,Premium Grocers Supply,2025-11-11,Board Game Family Pack,Unit,51,23.55,BATCH-17279,,INV-638033,
South Bay Store,Premium Grocers Supply,2025-12-28,Puzzle 1000 Pieces,Unit,33,13.5,BATCH-88824,,INV-474179,
South Bay Store,FreshFarm Wholesale Co.,2026-01-06,Puzzle 1000 Pieces,Unit,78,14.08,BATCH-44132,,INV-256200,Seasonal inventory
South Bay Store,Premium Grocers Supply,2025-11-23,Puzzle 1000 Pieces,Unit,65,13.4,BATCH-22480,,INV-176742,Seasonal inventory
Northpoint Outlet,Bulk Foods Warehouse,2026-01-14,Puzzle 1000 Pieces,Unit,70,15.12,BATCH-66938,,INV-867556,Quality checked and approved
Northpoint Outlet,Bulk Foods Warehouse,2026-01-08,Puzzle 1000 Pieces,Unit,43,14.97,BATCH-57931,,INV-613634,Rush delivery
Downtown Main Store,FreshFarm Wholesale Co.,2025-11-22,Puzzle 1000 Pieces,Unit,62,15.47,BATCH-44702,,INV-811969,
Downtown Main Store,Global Food Distributors,2025-12-06,Puzzle 1000 Pieces,Unit,56,14.53,BATCH-17909,,INV-151936,Promotional stock
Downtown Main Store,FreshFarm Wholesale Co.,2025-12-16,Puzzle 1000 Pieces,Unit,66,12.73,BATCH-29534,,INV-222773,Seasonal inventory
Eastgate Shopping Center,Global Food Distributors,2025-12-04,Action Figure Superhero,Unit,58,17.5,BATCH-44036,,INV-524806,
Northpoint Outlet,FreshFarm Wholesale Co.,2026-01-15,Action Figure Superhero,Unit,35,18.36,BATCH-12936,,INV-641337,
Northpoint Outlet,Prime Importers,2026-01-23,Action Figure Superhero,Unit,63,18.5,BATCH-26602,,INV-779276,
Westside Mall Branch,Prime Importers,2025-12-04,Action Figure Superhero,Unit,101,17.02,BATCH-77678,,INV-349672,
Downtown Main Store,Eco-Friendly Suppliers,2025-12-07,Doll House,Unit,17,60.1,BATCH-79205,,INV-452934,
South Bay Store,FreshFarm Wholesale Co.,2026-01-30,Doll House,Unit,42,49.19,BATCH-61408,,INV-836965,
Eastgate Shopping Center,Mega Suppliers Inc.,2026-01-01,Doll House,Unit,12,52.52,BATCH-88508,,INV-504474,
Eastgate Shopping Center,Premium Grocers Supply,2025-11-25,Doll House,Unit,14,53.98,BATCH-25311,,INV-589667,Rush delivery
Westside Mall Branch,Prime Importers,2026-01-22,Doll House,Unit,38,55.08,BATCH-74375,,INV-940246,Rush delivery
Northpoint Outlet,FreshFarm Wholesale Co.,2026-02-01,Doll House,Unit,19,57.42,BATCH-79392,,INV-509861,Quality checked and approved
Northpoint Outlet,Prime Importers,2025-11-18,Doll House,Unit,32,57.77,BATCH-77435,,INV-574608,Seasonal inventory
Downtown Main Store,Global Food Distributors,2026-01-06,RC Car Monster Truck,Unit,28,40.05,BATCH-68591,,INV-156205,Seasonal inventory
Downtown Main Store,Prime Importers,2026-01-23,RC Car Monster Truck,Unit,30,44.15,BATCH-77353,,INV-287249,Rush delivery
Downtown Main Store,FreshFarm Wholesale Co.,2025-12-29,RC Car Monster Truck,Unit,28,43.94,BATCH-92734,,INV-749552,
South Bay Store,Express Distribution Co.,2026-01-15,RC Car Monster Truck,Unit,22,37.9,BATCH-84530,,INV-797181,
Eastgate Shopping Center,Quality Foods Ltd.,2025-11-22,RC Car Monster Truck,Unit,15,47.61,BATCH-40017,,INV-577916,Seasonal inventory
Eastgate Shopping Center,Eco-Friendly Suppliers,2025-11-28,RC Car Monster Truck,Unit,24,41.18,BATCH-83510,,INV-478898,Seasonal inventory
Westside Mall Branch,Express Distribution Co.,2025-12-07,RC Car Monster Truck,Unit,30,47.79,BATCH-95979,,INV-732203,
Westside Mall Branch,Regional Supply Chain,2025-12-24,RC Car Monster Truck,Unit,48,45.49,BATCH-68378,,INV-791055,Rush delivery
Westside Mall Branch,Premium Grocers Supply,2025-12-04,RC Car Monster Truck,Unit,28,46.44,BATCH-27561,,INV-957906,
